"CloudletID","Priority","Status","vmID","vmSize","vmMIPS","cloudletSize","waitingTimeSeconds","cloudletLength","cpuRequest","memoryRequest","cloudletCPUCores","StartTime","finishTime","exeTime"
"0","0","SUCCESS","0","32768","2000.0","0","0.0","156","0.04065","0.02069","2","16.19999999999996","19.49999999999999","3.300000000000029"
"1","0","SUCCESS","9","32768","2000.0","0","0.0","156","0.04065","0.02069","2","16.19999999999996","20.929999999999982","4.730000000000022"
"2","0","SUCCESS","3","32768","2000.0","0","0.0","156","0.04065","0.02069","2","16.19999999999996","20.159999999999986","3.9600000000000257"
"3","0","SUCCESS","1","32768","1000.0","0","0.0","156","0.04065","0.02069","2","16.19999999999996","23.45999999999997","7.260000000000009"
"6","0","SUCCESS","4","32768","2000.0","0","0.0","66701","0.2505","0.001554","2","16.19999999999996","169.41000000000227","153.2100000000023"
"7","0","SUCCESS","5","32768","1000.0","0","0.0","169","0.2505","0.001554","2","16.19999999999996","16.985999999999958","0.7859999999999978"
"8","0","SUCCESS","6","32768","4000.0","0","0.0","169","0.2505","0.001554","2","16.19999999999996","16.43599999999996","0.23600000000000065"
"9","0","SUCCESS","7","32768","1000.0","0","0.0","36","0.0625","0.1184","2","16.19999999999996","18.179999999999996","1.980000000000036"
"10","0","SUCCESS","0","32768","2000.0","0","0.0","36","0.0625","0.1184","2","16.19999999999996","17.095999999999957","0.8959999999999972"
"11","0","SUCCESS","1","32768","1000.0","0","0.0","36","0.0625","0.1184","2","16.19999999999996","18.179999999999996","1.980000000000036"
"18","0","SUCCESS","3","32768","2000.0","0","0.0","83","0.0625","0.06213","2","16.19999999999996","18.069999999999997","1.8700000000000365"
"19","0","SUCCESS","0","32768","2000.0","0","0.0","83","0.0625","0.06213","2","16.19999999999996","17.849999999999998","1.6500000000000377"
"20","0","SUCCESS","1","32768","1000.0","0","0.0","83","0.0625","0.06213","2","16.19999999999996","19.939999999999987","3.740000000000027"
"21","0","SUCCESS","7","32768","1000.0","0","0.0","101","0.0625","0.06213","2","16.19999999999996","20.599999999999984","4.4000000000000234"
"22","0","SUCCESS","2","32768","1000.0","0","0.0","101","0.0625","0.06213","2","16.19999999999996","21.699999999999978","5.500000000000018"
"23","0","SUCCESS","3","32768","2000.0","0","0.0","101","0.0625","0.06213","2","16.19999999999996","18.399999999999995","2.200000000000035"
"24","0","SUCCESS","9","32768","2000.0","0","0.0","101","0.0625","0.06213","2","16.19999999999996","18.509999999999994","2.3100000000000342"
"25","0","SUCCESS","0","32768","2000.0","0","0.0","184","0.0625","0.06213","2","16.19999999999996","18.949999999999992","2.750000000000032"
"26","0","SUCCESS","1","32768","1000.0","0","0.0","184","0.0625","0.06213","2","16.19999999999996","22.249999999999975","6.050000000000015"
"27","0","SUCCESS","7","32768","1000.0","0","0.0","184","0.0625","0.06213","2","16.19999999999996","22.359999999999975","6.160000000000014"
"28","0","SUCCESS","9","32768","2000.0","0","0.0","190","0.0625","0.06213","2","16.19999999999996","20.159999999999986","3.9600000000000257"
"29","0","SUCCESS","2","32768","1000.0","0","0.0","190","0.0625","0.06213","2","16.19999999999996","24.99999999999996","8.8"
"30","0","SUCCESS","3","32768","2000.0","0","0.0","190","0.0625","0.06213","2","16.19999999999996","19.49999999999999","3.300000000000029"
"31","0","SUCCESS","0","32768","2000.0","0","0.0","126","0.0625","0.06213","2","16.19999999999996","18.399999999999995","2.200000000000035"
